499,1858423
1267,4590797
1053,4304282
989,4035674
665,2174351
675,2748799
376,1620008
30,196672
174,687079
695,3063878
1037,4216619
333,1557698
868,4004626
187,293418
547,1960844
850,3111114
127,710137
349,1765585
1021,4127744
1133,4670882
1258,4797499
956,4092059
222,941316
875,3781718
645,2221902
421,1888550
917,3693096
6,47253
338,1459277
446,1809490
501,2351417
296,1430615
562,2171681
414,1718550
107,612554
1117,4248010
274,1238944
1147,3853310
198,1033738
199,1000063
430,1967711
954,3737177
19,105463
107,604117
1210,4295333
655,2381242
495,1977213
967,3683963
1040,3484222
1100,4181306
348,1337553
1129,3384403
446,1665886
1325,4450895
210,1090182
752,3186413
1256,4867172
43,217268
917,3685436
1025,4005219
314,999018
525,2189812
37,209474
44,221972
489,1991543
351,1524885
942,3535901
475,1502152
570,2540318
280,1242696
266,904973
457,1939045
714,2995354
643,2275587
509,2200572
1001,3377100
1077,3714069
927,3238091
1161,4228372
1260,4533126
1063,4005556
441,1753820
699,2849485
503,2144891
948,3663201
890,3510392
1023,4013203
352,1453563
890,3270014
471,1715208
556,2445792
279,962276
158,835536
545,2307517
907,3447685
474,2293904
4,29995
84,449268
288,1398361
893,3441977
788,2498346
1276,4544827
502,2337920
150,562166
865,3473415
869,3699452
663,2585184
1037,4112523
303,1199179
1000,3492947
372,1633764
811,3001221
1212,4652653
847,3109438
751,3039649
670,2963165
861,3850888
269,1022488
870,3869381
756,2825382
695,3108685
1207,4728322
886,3759396
929,3332183
1117,4116957
168,838039
127,629342
556,2628223
200,1034628
824,3533376
593,2752244
68,314421
119,708193
833,3485373
41,192042
413,1926874
587,2180474
445,2053233
333,1348436
545,2103853
532,1863705
248,1310531
462,2229365
875,3975124
875,3754758
1460,4939099
24,159213
953,3842320
317,1488416
609,2852799
946,4259941
823,3796137
571,2326805
570,2392942
415,1901439
369,1893730
226,676772
589,2470583
681,3040535
764,3166060
784,3038145
94,541498
969,3889739
566,2175936
815,3238122
201,739675
1301,4920151
191,1067511
1197,4226030
771,3340131
936,3885317
1273,4833544
189,524429
980,4024219
193,941986
861,4003431
26,187359
433,1819362
799,2921245
754,2906343
559,2479240
1079,4402686
170,756412
924,3235581
1161,3842936
1190,4728335
959,4292883
96,541300
404,1878000
514,2019062
534,2568728
612,2429367
408,1808877
826,3115562
733,2922098
543,2238428
819,3875481
764,2916483
867,3696540
409,1655852
1553,4981907
1073,3810586
357,1489811
135,647113
982,3825072
648,2208161
1161,4526467
914,3756581
1153,4735172
4,30292
623,2603128
523,2348118
1048,4216161
201,786215
1030,4269286
614,2382892
769,3597414
924,3977455
1183,4796558
845,3375414
828,3932094
139,825429
860,3881026
317,1490841
229,1248081
438,2108633
357,1367502
1014,4520026
923,4001745
1118,4431278
1194,4932507
1102,4878001
444,2200285
20,139331
349,1703184
1200,4663378
48,284503
930,3760836
166,879655
268,1398227
539,2011959
485,2213214
850,3449104
525,2470706
483,2221732
323,1001894
4,33881
1260,4679841
928,3425718
1081,4894759
406,1848461
1080,4403610
492,1922745
366,1555883
231,1299793
1110,4573334
127,659444
187,803607
907,3598028
1200,4951697
836,3478125
750,2630847
1004,4364292
1208,4696180
215,1143097
503,2487916
562,2735304
803,3563561
730,3276764
799,3444674
365,1448350
109,605904
200,1035662
502,2437007
862,3505225
607,2685878
775,3487703
348,1375940
1058,4318376
152,593494
529,2297445
252,956062
572,2631899
695,3092274
711,2895588
971,3681989
408,1862902
889,3412668
161,380576
743,2858932
230,1180806
634,2830761
849,3405024
1,9005
1092,4685640
805,3586456
938,3936486
334,1439360
777,3039815
607,2940301
67,412111
961,4567925
793,3552180
501,2158293
576,2693166
482,2402600
485,1882947
1141,4910629
510,2556303
18,119471
955,4600401
902,3922172
766,3372468
346,1501775
981,4623218
1064,4939895
1,3096
57,376302
1065,4622935
679,2707971
949,4426783
676,3069055
408,2022634
1095,4404178
1078,4716120
584,2978110
667,2938000
375,1856557
1105,4567363
933,3798967
632,3036335
858,3825590
349,1658153
614,2680411
445,2078831
1204,4863664
782,3152454
386,1928864
1136,4766838
187,1057725
216,977209
648,2866590
55,328865
944,4175142
338,1199279
490,2333700
727,3471110
37,242102
225,988638
969,4014082
1215,4775669
582,2934219
734,3804710
554,2793554
869,4305665
690,3569895
996,4799862
629,2905074
727,3234859
768,3657721
452,2054478
883,3919043
118,160655
102,550222
337,1775767
891,4131453
674,2953145
830,3525095
244,1087379
521,2222818
927,3788686
1037,4443323
370,1831851
958,4486903
411,2056906
82,523282
977,4816931
1038,4318507
794,3471489
563,2401968
713,2955601
36,236125
98,544523
557,2770103
501,1941143
1150,4580443
405,1864584
1052,4746865
22,133206
681,2542575
114,627512
1209,4952515
622,3257035
903,4164775
188,1014243
55,309260
462,2178892
112,635438
908,4123107
1183,4553491
505,2519942
127,758081
1033,4934248
311,1312378
300,1212932
437,2187106
792,3897881
134,704517
330,1647214
595,2931487
177,653755
763,3037271
786,3309925
1009,4533377
701,3131271
702,2911311
263,1275553
277,1138499
764,3273758
946,4011351
1122,4488440
1090,4582187
1037,4058043
1150,4202240
1101,4515988
396,2003984
705,3558225
639,3248179
625,2863485
1029,4739801
514,2407214
989,4560852
404,1836000
801,3535509
861,3454715
555,2246381
946,4219335
34,199737
1126,4947148
849,3862583
270,1004537
859,3892102
749,2871059
1021,4224665
826,3691647
1068,4350584
380,1558284
744,3556260
802,3262265
973,4088718
673,2626328
1139,4785994
1012,4208416
1053,4159916
109,626362
528,2534921
973,4274052
1050,4328142
1007,4314685
633,3114279
448,2034765
218,1184792
380,2042491
561,2555593
976,4078771
82,471257
131,776731
1082,4562345
351,1776130
1071,4745412
397,1917567
803,3643003
1153,4344915
18,129065
438,2196280
1054,4750975
240,1227747
973,4185292
101,552618
842,3567731
150,824605
701,3377910
226,1084587
530,2433648
434,2278872
1162,4917573
57,371028
565,2046490
286,1618854
312,1682771
362,2009146
18,93127
664,3407589
1055,4367124
378,1884713
843,3988160
18,91654
383,1457216
539,2575529
1047,4714192
172,955739
694,3502475
408,2097695
553,2674919
987,3906454
142,724559
564,2746232
835,4049990
1168,4895086
988,4419189
1177,4892331
282,1292053
897,4207456
516,2487557
1040,4864711
229,893029
447,1991229
929,3422433
333,1687591
862,3617828
203,732363
438,2209304
198,1113299
23,122351
198,1091860
432,1907803
163,948914
649,3059667
522,2324790
674,3157173
1071,4942743
441,1537600
137,709118
464,2044846
911,3947432
911,3879664
1261,4940994
160,899680
172,902201
1134,4770880
1088,4403049
38,253892
920,4009446
1036,4540703
726,3687292
605,2931632
319,1554029
1071,4347437
935,3579800
707,2957172
261,1477497
681,3331906
801,3843009
362,1253669
593,2733068
514,2110719
376,1239746
142,671584
295,1351249
766,3701118
334,1205287
1332,4929085
404,1931538
588,2745566
1331,4887716
2,16360
908,3643482
1005,4768372
399,1945130
1026,4929436
662,2963080
153,848821
143,659730
142,792764
1068,4291709
43,256377
721,2934440
26,173656
275,1294180
649,3263593
835,3994147
81,514328
206,1019652
933,3783211
190,979740
36,155638
715,3549997
843,3920687
597,3015106
631,3158523
414,2004670
1112,4541091
578,3012316
787,3967449
269,1505108
749,3441487
534,2764812
785,4066921
884,4076965
848,3504765
189,1088799
349,1917739
1094,4523525
909,3876975
320,1172727
340,1338243
449,1959833
470,2153499
1074,4252813
554,2769260
1012,4862954
733,3366749
1126,4546038
728,2901865
14,96744
21,139033
198,916820
16,110332
402,2001872
82,448111
599,2769524
219,1237783
766,3643083
99,573940
833,3843509
809,3480360
1099,4248434
799,3218467
797,3558348
1186,4845923
1093,4510468
98,469476
875,3791052
1010,4305185
242,889346
937,3863921
1011,4176369
555,2630934
190,1002359
615,2921776
166,911107
1022,4905181
711,3460173
1192,4970006
866,3840026
212,1185967
994,4092725
669,3049805
10,64527
528,2182193
283,1154360
16,108397
125,667439
664,3016686
652,2954432
331,1652197
1046,4189546
180,1010198
228,1248421
1085,4543278
855,3773622
319,1439088
893,3743379
113,627247
1071,4428446
242,1397285
826,3561322
810,3234064
642,2950311
849,3904995
476,2091877
269,807817
625,2791474
384,1931535
336,1775297
717,2997049
245,1161617
9,49793
157,815207
426,1857102
773,3365896
1101,4546051
796,3285565
378,1867514
294,1166044
1068,4973294
209,804410
487,2117249
674,3042444
395,1729161
1104,4577043
487,2457030
960,4561129
941,3895577
840,3602509
226,978356
1056,4880764
213,1193321
454,2227978
1002,4652928
705,3219870
871,3545206
104,603654
492,2007456
58,377246
1136,4835909
148,416921
189,1074866
1117,4969818
687,3101768
439,2102434
877,3591332
347,1624578
859,3403557
181,1065074
996,4017226
489,2552685
616,2565704
92,500405
753,3753943
785,3034362
515,2642100
456,1812499
138,805224
589,2760085
201,1031266
190,1055796
433,2087792
375,1763964
324,1657962
238,1200622
1314,4906053
564,2797541
349,1713433
801,3315410
1,4644
635,3068748
550,2759953
223,1152722
399,1924073
87,523780
646,3089235
656,2910207
704,2910182
12,72801
173,819875
546,2658809
778,3586890
227,940093
778,3489685
941,3982730
768,3112021
1055,4477315
560,2304737
162,918803
194,1077368
304,1606612
1016,4168218
989,4191854
105,605031
1071,4744316
766,2989219
508,2545673
736,3265011
978,3895558
428,2074409
26,122552
1020,4466428
366,1756562
1068,4929534
917,3922802
410,1708746
256,895582
148,802927
936,4263550
373,1723745
122,684182
854,3855647
14,85096
64,373377
146,655122
98,538242
118,714178
568,2848189
16,101586
262,1198948
512,2620388
468,1777256
866,3764127
233,877522
698,2933934
935,3913476
79,503638
514,2101384
194,951761
879,3690375
869,4053533
732,3291114
209,1003956
106,605632
196,991806
744,3326464
588,2518210
473,2125061
184,570074
1099,4468027
425,2042296
974,3937086
12,76518
221,1115731
641,3007156
464,2489940
752,3748309
783,3999573
733,3754111
822,3802127
82,508764
77,479768
376,1959819
115,631816
495,2627309
109,580389
763,3109373
396,1792554
806,3266200
105,630096
258,1367042
482,2371364
373,2033905
192,1077201
109,581602
179,974921
432,2322563
682,3090352
644,3271438
196,1102131
316,1655368
2,10139
308,1312338
338,1627023
764,3636700
626,2771402
733,3467492
224,853372
892,3861082
829,3909883
395,1551532
427,1953469
42,248422
760,3138607
256,1214012
964,4130480
80,459706
492,2231916
44,287939
472,2327443
847,3964190
737,3285749
77,465698
206,1177573
276,1393550
916,3989741
743,3257989
627,2717615
25,145985
39,245292
203,1154984
635,2571577
26,151873
69,404260
1218,4586907
51,312316
1060,4489315
736,3616531
854,4136015
631,3324749
159,746737
1094,4742484
84,427013
415,1882881
401,1679139
417,2111481
627,2780700
945,3683489
721,3016110
1056,4346188
1182,4823150
7,41420
1065,4629455
503,2413592
400,1717404
14,75749
982,4623296
402,1937470
1046,4954368
75,421039
612,2871679
519,2580561
806,3569220
831,3903898
835,3841017
574,2628182
704,2827627
698,3039657
1025,4058476
629,2594415
990,3959311
867,3771066
1185,4597492
993,4120650
337,1183781
319,1378396
1016,4484558
1059,4714049
1090,4952252
883,3551004
1232,4648925
983,3707216
939,4295779
959,4517965
246,1140023
6,41829
912,3822149
62,351683
357,1787621
947,3882919
498,2436505
951,4120041
865,3655837
26,159826
929,4456870
327,1587879
351,1434374
107,604593
771,3754148
1127,4325085
164,875337
1155,4752240
881,3692867
748,3008236
285,1122878
1163,4971930
1132,4946773
711,3170943
92,505558
1103,4546908
1054,4470537
1124,4668602
856,3553476
191,418029
15,102638
775,3180555
131,709939
212,1025758
890,3627011
532,2521086
77,452597
394,1656846
133,791916
984,4672715
605,2513599
687,3035693
278,901038
153,816476
1111,4419493
1159,4607109
948,3917880
475,2332860
335,1296128
1111,4845339
892,3597011
461,2192821
197,865590
127,747173
22,121581
856,3479145
714,3051281
595,2683694
255,640753
34,208943
603,2825989
673,3422393
107,439461
85,526284
647,3010240
599,2746221
44,258261
751,3379042
568,2184826
35,211359
87,505638
171,891879
764,3260846
339,1645842
140,813149
807,3863516
885,3809901
783,3142340
796,3344481
545,2445982
